is_holiday,air_pollution_index,temperature,rain_p_h,visibility_in_miles,time_of_day,traffic_condition
1,232.6,20.7,49.3,6.9,1,1
1,221.3,28.6,26.9,3.8,1,1
1,247.3,24.4,11.4,3.9,2,1
1,187.0,39.3,29.5,3.0,2,1
0,162.1,39.3,19.0,3.7,1,1
0,155.9,17.0,38.1,3.5,2,1
0,216.1,31.4,16.7,6.0,2,1
1,82.2,37.1,9.5,3.5,1,1
1,112.3,29.3,36.7,9.7,1,1
1,113.5,28.7,3.3,3.0,1,1
0,150.8,28.6,11.9,9.2,2,1
0,340.8,22.6,33.1,6.4,2,1
1,241.2,15.5,20.0,3.0,2,1
1,290.0,35.4,15.2,6.4,1,1
1,123.2,27.3,33.5,3.5,1,1
1,313.8,23.4,15.1,6.1,1,1
0,236.2,39.2,46.1,3.0,2,1
0,121.1,34.9,6.7,3.0,2,1
0,101.6,34.5,8.7,8.7,1,1
1,190.4,34.7,13.2,6.5,2,1
1,97.6,17.3,33.2,4.7,2,1
1,189.5,20.9,10.7,3.0,1,1
1,61.0,19.7,11.8,6.4,1,1
0,208.8,27.7,17.8,3.0,2,1
1,113.3,31.0,44.2,3.3,2,1
1,206.6,25.2,0.0,3.1,2,1
1,194.9,18.9,18.0,4.0,2,1
0,72.1,15.9,13.3,5.6,2,1
0,114.7,17.5,49.4,7.9,1,1
0,130.1,16.9,17.2,4.4,1,1
0,330.2,24.6,43.7,5.6,1,1
1,229.3,37.3,15.6,3.0,1,1
1,137.5,18.0,28.5,8.1,1,1
1,222.4,29.6,13.8,8.4,2,1
0,85.6,17.0,11.2,3.0,1,1
0,269.9,20.5,21.2,8.2,1,1
1,321.0,22.2,12.9,6.9,1,1
0,74.3,16.3,38.7,6.6,1,1
1,255.6,34.4,12.5,3.0,1,1
0,248.3,19.9,8.3,3.0,1,1
0,176.0,38.8,39.4,6.6,2,1
1,99.4,28.3,6.1,6.9,1,1
0,258.5,27.2,11.6,3.0,1,1
0,221.8,20.6,46.6,4.5,2,1
1,301.4,38.6,22.5,3.1,2,1
0,203.4,32.1,26.8,8.6,2,1
1,160.1,34.6,46.7,7.7,1,1
0,256.9,21.6,42.1,3.1,1,1
1,334.4,27.7,4.9,3.0,2,1
0,289.6,32.7,2.6,6.4,2,1
0,320.2,35.8,11.4,10.0,1,1
1,307.4,30.9,27.9,4.3,2,1
0,342.5,26.7,34.6,3.0,1,1
0,334.2,16.0,21.9,4.6,2,1
1,228.1,33.9,23.7,3.0,1,1
0,236.8,35.2,27.3,9.2,1,1
0,201.8,26.5,0.5,3.0,1,1
0,96.5,30.7,14.2,9.7,2,1
0,315.5,21.5,6.2,9.4,1,1
1,83.3,30.0,39.4,9.0,1,1
1,74.8,18.0,10.0,5.6,2,1
1,295.7,31.2,2.7,3.5,1,1
0,203.5,15.1,19.8,3.7,2,1
0,307.6,23.1,13.8,4.1,1,1
0,270.8,23.4,37.4,6.1,1,1
0,63.1,27.9,17.8,3.0,1,1
1,318.0,38.5,18.8,4.5,1,1
0,323.5,21.3,35.1,6.9,1,1
1,124.8,16.2,14.4,5.2,1,1
1,328.7,38.9,6.1,3.0,2,1
0,75.2,21.7,12.1,8.2,1,1
0,163.3,35.3,39.5,9.0,1,1
1,343.9,23.8,6.3,6.1,1,1
0,138.7,15.1,22.7,4.8,1,1
1,147.4,17.7,18.9,8.5,1,1
1,359.6,37.9,35.1,5.0,2,1
0,79.8,39.7,21.5,7.5,1,1
0,300.7,33.6,15.1,9.3,2,1
1,127.3,19.7,7.0,6.7,1,1
0,310.9,30.7,32.5,3.4,1,1
1,72.0,19.9,38.2,3.9,1,1
0,186.4,39.2,25.2,3.0,1,1
1,194.9,36.1,5.2,3.0,1,1
1,232.4,31.0,45.9,5.6,2,1
1,166.4,39.9,7.6,4.4,1,1
0,251.8,22.4,35.2,3.0,1,1
1,315.5,30.9,40.4,5.6,1,1
0,248.4,22.5,17.2,3.0,1,1
1,64.4,37.3,12.0,4.8,1,1
0,278.5,26.6,46.0,5.3,2,1
0,309.7,31.6,28.2,3.0,2,1
1,265.4,23.4,20.8,7.2,1,1
0,61.3,17.9,22.6,5.4,2,1
0,330.7,33.8,36.1,8.0,2,1
1,229.8,26.8,20.4,3.0,2,1
1,265.7,19.7,48.8,8.3,2,1
1,145.2,19.8,13.0,7.2,2,1
1,202.0,24.9,9.4,3.0,1,1
1,208.3,21.4,18.0,7.1,1,1
0,322.6,18.3,21.5,9.0,2,1
1,308.2,38.0,46.1,3.5,1,1
0,278.2,36.1,49.5,4.1,1,1
1,227.6,23.2,40.2,9.5,2,1
0,354.1,30.4,2.9,5.8,2,1
0,86.5,22.4,9.8,6.3,1,1
1,302.0,16.6,20.6,5.5,2,1
0,290.4,15.1,9.8,7.4,2,1
1,282.0,25.0,43.4,3.0,1,1
1,296.5,17.3,32.2,5.0,2,1
0,96.7,25.6,22.5,3.4,2,1
0,97.2,32.4,29.5,7.7,1,1
1,83.2,26.0,9.7,7.0,1,1
0,89.9,28.1,21.4,9.7,2,1
1,286.6,18.7,29.5,9.0,1,1
0,274.7,16.7,10.0,3.0,1,1
1,75.1,17.0,3.6,3.0,2,1
1,215.0,17.6,48.8,3.0,2,1
0,174.0,15.9,25.8,6.6,1,1
1,94.6,32.5,45.5,6.5,2,1
1,99.4,31.3,25.3,3.0,1,1
1,109.6,29.4,29.2,7.1,1,1
0,163.1,20.5,48.1,4.0,1,1
0,223.9,21.9,38.7,4.2,2,1
1,280.9,34.9,18.1,3.0,1,1
1,72.1,29.5,48.1,3.0,2,1
0,196.0,20.8,14.5,3.2,2,1
1,122.9,27.7,44.2,7.6,1,1
1,283.6,20.7,45.6,6.2,1,1
0,112.2,27.3,40.3,3.0,2,1
1,291.7,20.5,35.5,9.4,1,1
1,204.6,38.3,16.8,6.1,1,1
1,242.6,20.8,14.1,8.7,1,1
0,223.9,24.6,6.2,7.0,1,1
1,126.7,34.3,23.5,6.9,2,1
0,217.1,34.2,23.4,7.1,1,1
1,295.2,19.1,45.7,3.0,1,1
0,295.9,26.4,16.4,7.5,1,1
1,122.5,21.2,44.2,3.0,2,1
1,341.3,16.2,29.2,4.4,2,1
1,341.3,17.1,15.2,7.4,1,1
0,229.1,25.8,33.1,7.2,2,1
1,289.1,29.3,11.5,9.4,1,1
1,188.9,35.3,22.9,3.0,2,1
0,130.2,21.2,18.7,7.6,2,1
0,308.2,37.2,17.8,3.0,2,1
0,255.2,27.9,14.9,8.6,2,1
0,320.6,15.7,41.6,5.7,2,1
0,69.2,15.6,25.4,6.1,2,1
0,327.1,27.3,25.5,7.2,2,1
1,298.0,25.9,28.9,9.8,2,1
1,218.8,30.0,43.0,6.2,2,1
0,193.7,28.9,2.9,3.7,2,1
0,326.9,27.5,27.5,9.1,1,1
0,93.1,36.3,24.6,9.7,2,1
0,164.6,28.6,27.6,3.0,1,1
1,68.8,33.7,36.3,5.0,2,1
0,193.3,31.5,38.1,9.7,2,1
1,200.8,26.3,11.5,3.0,2,1
1,225.1,33.7,29.2,6.2,1,1
1,222.7,30.7,17.3,3.1,1,1
1,69.7,25.8,41.6,9.7,1,1
0,185.6,27.6,29.2,4.1,1,1
0,300.0,36.3,5.6,5.4,1,1
0,277.7,40.0,42.2,3.6,1,1
1,282.5,20.6,1.9,10.0,1,1
1,207.2,26.9,39.4,3.4,1,1
0,166.8,30.7,42.1,6.8,2,1
1,289.1,18.9,31.4,4.5,2,1
0,178.6,26.2,38.4,7.6,2,1
1,214.7,20.5,3.3,5.6,1,1
0,100.2,32.7,43.2,7.8,2,1
1,331.9,23.5,32.3,7.0,1,1
0,60.7,34.5,8.4,9.1,2,1
0,209.2,29.8,45.2,6.6,2,1
1,114.0,26.3,36.4,3.0,1,1
0,347.0,16.4,13.6,4.8,1,1
1,210.4,38.5,20.4,3.0,2,1
0,352.6,28.4,7.6,7.9,1,1
1,230.2,25.9,6.0,6.3,2,1
0,67.9,30.6,8.7,8.5,1,1
1,284.0,19.5,50.0,8.3,2,1
0,275.2,21.7,8.6,3.0,1,1
0,122.4,24.3,12.1,8.8,2,1
0,190.2,24.2,32.3,4.8,2,1
1,258.1,18.5,29.9,5.7,1,1
0,226.9,29.4,6.2,3.5,1,1
0,269.2,26.9,17.4,5.5,1,1
1,130.9,20.3,13.9,3.9,1,1
0,208.1,31.4,3.9,5.2,2,1
0,231.0,21.4,46.3,6.2,1,1
0,77.3,15.0,9.8,4.1,1,1
0,79.0,27.0,15.6,3.0,2,1
0,125.3,29.3,16.1,7.6,2,1
0,70.8,22.4,25.2,9.9,2,1
1,175.4,37.1,18.0,9.7,2,1
1,191.0,34.6,23.1,8.0,2,1
0,350.3,35.3,4.2,3.0,2,1
1,342.0,15.7,30.5,7.1,1,1
0,160.6,29.0,25.0,3.0,2,1
1,322.0,23.5,26.4,9.5,2,1
0,270.8,19.6,8.1,6.8,2,1
1,165.1,35.5,3.9,3.0,2,1
0,149.4,36.5,12.4,3.7,2,1
1,235.9,38.2,26.9,4.0,1,1
1,346.8,21.6,25.8,4.8,2,1
1,273.8,36.7,22.2,9.1,1,1
0,154.6,30.9,1.2,3.0,2,1
0,303.0,28.6,28.8,6.9,1,1
0,70.2,31.6,48.6,7.6,1,1
1,324.8,23.6,16.8,5.5,2,1
1,270.4,26.9,12.2,7.5,1,1
1,98.8,15.1,47.8,8.8,1,1
1,335.8,22.1,47.0,7.2,1,1
0,225.1,15.4,36.1,5.7,1,1
1,90.7,36.5,40.3,3.0,2,1
0,189.2,25.1,6.6,3.0,1,1
1,340.8,15.5,18.6,5.0,2,1
1,146.9,21.2,11.7,4.9,2,1
0,145.4,31.8,8.3,9.3,1,1
0,248.6,29.7,34.9,8.5,2,1
0,304.6,31.0,5.8,9.6,2,1
1,63.4,17.1,16.7,6.6,2,1
0,118.1,21.1,47.8,7.8,1,1
1,207.8,35.7,17.7,3.0,2,1
0,336.5,26.1,2.5,3.2,2,1
1,124.9,21.2,15.3,5.7,1,1
0,294.2,33.3,31.9,9.6,2,1
1,204.6,22.3,15.1,3.0,2,1
1,221.6,26.3,9.3,8.7,1,1
1,289.4,15.9,48.7,3.0,1,1
0,232.6,22.9,42.1,3.1,2,1
1,157.7,29.5,18.3,9.6,2,1
1,243.5,37.7,12.0,4.9,1,1
0,208.7,15.4,0.9,5.0,2,1
1,99.7,22.0,24.7,7.4,1,1
0,282.4,20.9,6.6,8.6,2,1
0,215.5,39.9,44.9,3.0,2,1
0,196.4,28.6,8.8,3.0,2,1
0,153.8,23.1,7.4,6.5,2,1
1,103.8,34.6,2.1,8.6,1,1
1,282.1,22.6,14.1,5.6,2,1
0,204.6,31.4,28.2,4.6,1,1
0,125.0,24.9,44.3,6.0,2,1
1,330.1,38.7,46.3,3.0,1,1
1,196.1,31.6,48.3,3.0,1,1
1,226.8,39.6,36.6,8.6,2,1
0,235.6,17.9,2.6,4.3,1,1
0,173.5,16.2,9.1,5.8,2,1
0,80.8,18.8,6.7,7.2,2,1
0,156.2,35.6,27.1,3.0,2,1
0,84.0,22.3,17.7,4.4,2,1
0,235.7,32.0,33.9,5.0,1,1
0,236.0,17.2,31.7,8.9,2,1
0,223.2,21.2,3.2,9.0,1,1
0,308.8,35.0,48.8,4.0,2,1
0,276.5,25.0,10.1,3.0,1,1
0,238.8,31.7,25.3,3.9,2,1
0,105.0,24.3,28.1,4.4,2,1
0,158.5,39.6,28.3,5.5,1,1
1,69.1,31.8,39.8,9.1,2,1
1,92.9,18.8,4.0,3.0,2,1
1,282.8,27.7,1.4,9.9,1,1
1,138.4,35.5,20.2,3.0,2,1
0,348.4,27.6,10.0,4.1,1,1
1,309.0,34.2,42.9,3.8,2,1
0,139.4,30.2,33.5,3.0,1,1
1,196.6,19.7,1.6,6.4,2,1
0,117.7,30.4,45.9,3.3,2,1
1,226.1,39.2,26.3,3.0,2,1
1,246.6,37.0,17.6,8.9,1,1
0,352.1,33.7,34.6,6.0,1,1
1,306.4,30.8,3.3,4.9,1,1
1,110.4,34.5,18.4,9.1,1,1
0,247.6,32.0,40.7,5.9,1,1
0,326.5,16.3,21.3,5.5,2,1
1,188.0,28.8,22.1,3.0,1,1
0,220.0,34.0,39.2,4.8,1,1
1,314.9,22.4,1.6,3.5,1,1
0,99.6,23.5,4.5,3.0,2,1
1,302.2,29.4,1.3,8.0,2,1
0,160.1,22.2,48.0,7.8,2,1
0,211.1,33.5,7.3,8.1,1,1
0,307.0,23.2,14.5,4.1,1,1
0,89.3,24.0,2.9,3.0,2,1
0,98.5,23.9,8.0,8.8,2,1
0,121.4,27.8,21.0,3.3,2,1
0,287.2,21.8,11.0,5.0,1,1
0,68.0,30.4,49.2,9.5,2,1
0,148.1,38.4,6.5,3.0,2,1
1,95.3,15.4,2.1,4.8,2,1
1,275.9,16.1,1.9,3.0,1,1
1,224.4,22.4,47.0,6.0,2,1
0,140.4,38.2,6.6,5.3,1,1
0,229.1,16.4,5.6,5.4,2,1
1,311.6,24.7,17.0,9.0,1,1
1,191.4,20.8,23.0,3.0,2,1
0,309.8,28.0,47.7,3.0,1,1
1,215.2,27.1,36.8,4.5,2,1
1,79.0,20.3,27.0,5.1,2,1
0,304.6,17.0,12.1,9.2,2,1
0,137.3,23.6,41.2,9.5,2,1
0,244.4,20.2,19.8,9.0,2,1
1,136.9,36.0,2.0,3.0,2,1
0,101.4,16.8,16.0,7.9,1,1
0,152.2,19.1,14.2,8.7,2,1
1,85.3,29.5,37.0,8.1,1,1
1,228.7,16.6,34.0,6.2,1,1
0,78.6,16.2,4.1,9.6,1,1
0,208.2,16.1,44.1,9.5,1,1
0,194.9,18.6,28.3,4.2,1,1
0,154.2,26.6,34.9,8.4,1,1
1,295.4,30.3,34.3,5.9,1,1
1,227.9,30.8,41.9,3.0,2,1
1,140.9,29.5,5.6,8.7,1,1
0,198.1,21.7,44.0,3.0,1,1
0,316.8,21.8,49.9,6.5,2,1
1,136.9,28.5,4.3,5.8,2,1
1,348.4,38.2,47.0,4.2,2,1
1,246.6,39.5,7.4,3.7,1,1
1,297.4,35.7,40.8,3.5,2,1
0,304.4,35.1,49.0,6.6,2,1
0,82.2,39.3,27.7,3.0,2,1
0,140.6,28.2,32.3,3.0,2,1
0,349.6,36.4,43.9,3.0,1,1
1,201.5,33.8,11.9,7.7,1,1
0,94.3,39.7,41.6,9.6,2,1
1,199.3,39.9,25.1,4.9,1,1
0,293.5,36.8,27.9,3.0,2,1
0,157.7,24.8,49.3,3.0,1,1
0,145.7,23.4,18.5,3.1,1,1
1,304.6,26.8,9.1,9.2,2,1
0,152.9,28.2,44.4,4.9,2,1
1,235.0,36.1,31.5,3.4,2,1
0,327.8,16.2,12.6,6.5,2,1
0,290.6,30.7,37.4,4.9,1,1
1,100.1,32.1,5.6,8.3,2,1
0,283.6,19.0,30.6,3.0,2,1
1,250.0,20.7,44.6,3.4,1,1
1,208.1,29.0,31.4,3.0,2,1
0,138.7,31.8,50.0,8.5,2,1
1,79.6,38.0,15.5,8.5,2,1
0,131.0,15.3,0.9,8.3,2,1
0,191.5,15.7,29.1,9.2,1,1
0,126.7,33.5,15.3,4.3,1,1
0,165.8,23.0,7.2,8.2,1,1
0,147.5,38.0,46.9,8.6,1,1
0,230.8,33.2,8.9,4.1,1,1
0,63.5,36.7,3.7,6.6,2,1
0,73.8,20.6,1.1,3.0,2,1
0,234.2,26.8,47.6,3.0,1,1
0,65.8,31.0,12.4,5.2,2,1
1,351.0,32.5,33.4,9.2,1,1
0,252.4,35.3,44.7,3.0,2,1
1,164.0,24.4,37.6,9.3,1,1
0,130.9,27.7,37.2,3.0,2,1
1,219.1,31.1,17.6,9.4,1,1
0,346.8,32.1,12.1,3.0,1,1
1,321.2,17.9,48.3,3.0,2,1
1,276.1,17.3,30.4,3.5,1,1
0,98.8,23.0,48.4,3.0,1,1
1,342.2,30.5,34.5,7.3,1,1
1,335.0,34.4,19.3,7.2,2,1
1,282.6,22.8,46.4,8.7,2,1
1,356.9,21.1,5.0,3.1,1,1
1,299.0,21.2,7.4,9.9,1,1
0,293.0,39.3,35.9,3.0,1,1
0,200.9,26.4,20.8,8.2,2,1
0,89.9,20.9,6.6,9.0,1,1
1,290.4,37.3,21.3,5.8,2,1
0,166.0,35.4,6.9,5.3,1,1
0,331.6,24.6,16.2,5.6,1,1
0,334.3,24.5,35.6,3.0,2,1
0,348.8,16.6,18.5,4.1,1,1
1,129.1,23.6,5.3,8.6,2,1
1,182.9,16.8,5.6,9.4,2,1
0,307.0,18.1,38.4,3.6,1,1
0,287.9,28.5,44.1,4.4,1,1
1,273.4,19.3,1.9,4.0,1,1
1,193.3,38.3,22.2,8.9,1,1
1,128.5,18.0,22.0,6.3,2,1
1,194.2,30.8,8.5,8.1,2,1
1,191.0,33.2,6.1,8.3,2,1
0,200.2,17.8,34.1,9.1,1,1
1,159.0,22.9,43.4,3.2,2,1
1,289.7,30.2,34.2,6.5,1,1
0,136.2,32.6,14.6,5.9,1,1
0,115.9,19.3,39.0,4.7,1,1
1,157.3,23.4,16.5,3.1,2,1
0,151.4,19.4,21.5,3.4,2,1
0,100.4,27.1,37.4,9.7,2,1
1,195.6,33.1,44.7,4.5,1,1
0,197.9,39.5,45.1,9.2,1,1
0,65.2,26.9,43.4,5.7,1,1
1,90.8,34.1,0.6,10.0,1,1
0,82.3,28.8,49.2,6.5,1,1
0,111.6,21.4,32.9,7.9,1,1
0,238.1,24.6,8.8,7.2,1,1
1,261.2,24.9,4.5,8.6,2,1
0,170.0,29.5,43.6,4.3,2,1
1,269.8,37.7,4.4,8.8,1,1
0,152.4,26.0,48.8,6.0,1,1
0,88.8,27.4,31.4,6.0,2,1
1,320.8,18.9,26.5,5.3,1,1
1,149.6,17.5,31.4,3.0,2,1
0,249.6,38.5,40.1,4.4,1,1
0,154.9,36.6,37.7,7.3,1,1
1,143.2,38.7,13.6,4.6,2,1
0,253.3,38.5,18.0,9.1,2,1
0,324.5,22.0,32.1,4.0,2,1
0,222.8,32.2,15.3,4.8,2,1
0,256.3,36.2,17.2,8.6,2,1
1,167.4,36.0,28.5,3.4,1,1
0,286.7,36.8,34.3,3.4,1,1
0,314.6,38.7,39.2,5.8,1,1
0,250.8,26.0,39.8,8.6,2,1
0,337.9,18.7,28.5,5.1,2,1
0,358.8,33.3,49.5,3.6,1,1
1,190.6,38.5,35.3,9.0,1,1
0,101.8,31.5,14.1,8.7,2,1
0,98.2,21.4,34.5,7.7,2,1
1,80.0,25.2,31.0,9.3,2,1
1,238.8,34.8,39.6,8.9,2,1
1,81.0,20.2,25.2,8.0,2,1
0,188.8,33.5,22.4,5.9,1,1
0,112.4,28.1,20.0,3.0,1,1
1,271.6,15.0,12.7,6.8,1,1
0,331.4,29.8,5.3,7.8,1,1
0,193.4,25.0,8.4,3.0,1,1
1,105.1,24.1,22.7,3.0,1,1
0,80.8,39.6,20.4,3.0,2,1
0,298.0,22.8,28.2,4.0,2,1
0,255.7,20.3,33.9,7.5,2,1
1,156.6,17.1,17.1,4.8,2,1
1,116.6,34.4,32.4,6.1,1,1
1,339.4,33.4,16.1,3.0,1,1
1,263.0,36.5,24.9,3.0,1,1
1,140.3,21.5,32.9,7.0,1,1
0,91.0,35.2,28.6,3.0,2,1
0,196.2,38.1,3.7,9.0,2,1
1,107.0,39.2,45.9,9.1,2,1
0,313.1,37.8,47.7,4.9,2,1
0,251.0,33.9,49.1,3.0,2,1
0,287.4,38.4,10.8,5.9,1,1
1,136.1,22.4,26.7,3.0,2,1
0,250.2,28.1,21.4,8.6,1,1
1,293.3,39.5,2.0,8.7,1,1
0,225.6,29.4,34.4,8.2,2,1
0,127.0,21.7,35.3,7.2,1,1
1,114.2,39.3,33.4,3.0,2,1
0,331.4,15.0,10.4,6.9,1,1
0,230.5,34.2,47.3,3.7,2,1
0,179.4,36.6,23.1,4.7,2,1
0,359.3,27.1,24.6,5.5,2,1
1,286.0,20.8,16.4,3.7,2,1
1,93.4,20.0,48.8,6.6,2,1
0,354.2,15.8,40.4,4.2,2,1
1,118.7,36.1,23.3,6.9,1,1
0,141.7,15.4,45.0,9.6,1,1
1,238.4,30.6,13.4,3.0,2,1
0,164.2,21.2,35.7,5.6,1,1
0,300.0,22.1,35.2,7.4,1,1
1,314.3,30.8,42.2,6.8,1,1
0,178.2,33.9,34.7,7.4,2,1
0,128.4,34.0,27.0,3.0,2,1
1,342.0,27.3,32.2,5.3,2,1
0,237.8,33.0,19.6,7.7,2,1
0,318.6,27.4,37.1,4.0,1,1
0,173.4,34.6,27.5,9.3,2,1
1,154.2,34.0,6.4,5.8,2,1
0,124.6,24.3,13.3,7.8,1,1
1,343.1,16.5,32.9,5.5,1,1
1,355.1,18.7,9.4,7.5,1,1
1,76.0,29.3,3.4,5.1,1,1
0,235.7,34.2,17.8,8.9,2,1
0,211.3,18.8,31.7,4.1,1,1
0,88.6,27.3,3.2,5.3,1,1
0,95.2,24.6,21.4,3.9,2,1
0,313.8,19.0,2.3,4.3,2,1
1,106.2,24.2,1.0,6.6,1,1
0,239.9,15.5,23.0,9.5,1,1
0,76.3,33.1,38.8,8.0,2,1
0,135.5,39.4,11.7,10.0,1,1
0,290.4,34.8,49.0,6.5,2,1
1,155.8,29.4,40.7,3.0,2,1
0,192.6,35.2,42.7,6.4,2,1
1,127.4,26.9,39.3,3.0,2,1
1,151.0,31.3,44.9,9.1,2,1
0,282.1,38.1,30.0,3.2,1,1
0,111.2,27.1,44.4,6.2,2,1
0,270.7,37.1,16.3,4.0,2,1
0,145.0,16.1,29.0,3.0,1,1
0,330.5,33.0,0.6,8.4,2,1
0,80.2,34.5,27.0,4.9,1,1
0,149.3,31.1,39.0,7.7,2,1
1,193.7,32.2,39.4,6.6,1,1
0,203.0,36.6,27.7,4.2,1,1
1,155.0,18.2,35.9,9.6,1,1
0,60.4,15.1,40.9,8.0,1,1
1,167.3,15.7,4.5,3.2,2,1
1,296.9,16.2,21.6,6.4,2,1
0,221.0,19.5,8.0,4.5,1,1
1,229.4,32.8,1.9,3.3,1,1
0,128.4,19.8,45.5,7.9,1,1
1,229.9,22.1,26.9,8.7,1,1
1,185.9,16.7,24.5,9.2,1,1
0,282.5,17.0,35.0,3.8,1,1
0,290.4,37.1,20.1,5.2,1,1
0,80.6,27.0,9.4,3.2,1,1
1,167.4,22.0,29.8,4.1,1,1
1,213.8,24.0,30.7,8.8,1,1
1,253.8,34.0,47.4,4.7,1,1
0,220.6,20.7,20.7,3.0,1,1
0,330.7,27.7,14.5,6.7,1,1
1,274.1,26.4,36.7,7.4,1,1
1,189.4,31.2,20.2,5.0,2,1
1,136.4,36.2,15.0,7.7,2,1
1,100.7,20.8,26.8,7.9,2,1
1,205.3,16.8,45.4,5.9,1,1
1,121.0,36.8,30.7,3.0,2,1
1,238.8,38.4,21.3,3.9,1,1
0,190.2,33.0,6.0,9.1,1,1
1,298.8,39.2,39.7,3.0,1,1
0,117.4,34.4,29.6,3.0,2,1
1,189.0,17.1,4.2,8.5,1,1
0,126.0,25.2,36.5,5.5,1,1
1,96.8,19.4,6.2,9.8,2,1
0,354.8,21.3,39.3,7.0,1,1
1,286.8,18.8,45.2,3.0,2,1
1,83.8,31.7,23.1,3.0,1,1
0,152.4,33.4,40.1,9.4,2,1
1,136.6,16.4,15.5,5.6,1,1
0,307.3,37.4,6.2,9.4,1,1
0,295.1,36.8,30.7,6.0,1,1
0,308.5,30.7,20.9,3.0,2,1
0,218.2,24.6,10.5,7.4,2,1
0,259.0,38.1,6.1,3.0,1,1
1,105.1,35.8,25.6,4.7,2,1
1,111.7,39.1,40.9,6.7,2,1
1,146.5,20.9,37.1,3.0,2,1
0,178.1,18.6,29.1,4.1,1,1
1,61.3,15.2,15.9,3.0,2,1
0,308.8,15.3,17.6,7.9,1,1
1,282.0,21.8,25.1,9.2,2,1
0,184.1,24.0,1.7,9.7,1,1
1,76.8,28.6,10.3,3.7,1,1
1,96.6,32.7,19.2,3.0,2,1
1,171.1,31.9,47.0,8.9,1,1
0,143.6,36.3,7.9,3.3,1,1
1,316.3,39.3,29.3,3.9,2,1
1,206.2,18.5,25.9,4.3,2,1
1,193.2,37.7,9.2,3.0,2,1
1,218.2,15.6,24.8,5.3,1,1
0,165.4,17.1,13.8,5.0,2,1
0,351.4,19.0,27.8,7.9,1,1
1,220.8,32.7,24.0,7.5,1,1
0,176.4,33.5,29.9,6.1,2,1
0,313.7,37.8,32.2,3.7,1,1
0,107.2,15.6,18.0,9.8,2,1
1,226.9,19.1,8.8,9.1,2,1
0,233.8,35.1,11.7,3.0,1,1
1,69.1,25.8,6.3,8.9,2,1
1,351.4,21.5,18.1,8.2,2,1
0,98.4,16.4,0.1,4.8,1,1
0,66.7,39.8,45.0,3.6,1,1
0,248.2,19.7,46.1,6.1,2,1
1,270.6,17.6,23.5,6.1,1,1
1,329.5,30.0,42.2,3.7,2,1
1,266.6,37.7,41.0,4.2,2,1
0,347.0,21.1,45.0,6.2,1,1
0,302.3,23.8,32.2,4.0,1,1
1,352.2,39.8,49.1,6.1,1,1
0,108.1,37.7,19.4,6.2,2,1
1,84.6,23.6,6.9,8.5,2,1
0,147.4,24.8,30.5,5.3,2,1
0,317.2,17.8,28.5,9.9,2,1
0,355.3,35.5,6.0,3.0,1,1
1,64.4,22.4,6.8,6.4,2,1
0,62.5,30.2,40.6,10.0,2,1
1,299.4,34.8,18.7,9.9,1,1
0,303.8,27.9,22.2,8.3,1,1
1,203.6,35.8,48.3,5.1,2,1
0,294.1,18.9,5.7,9.7,1,1
1,241.2,34.0,42.4,4.6,2,1
1,187.1,28.4,47.9,3.6,2,1
0,67.8,23.0,39.4,4.5,2,1
1,350.6,26.6,4.2,3.0,1,1
1,239.6,19.7,34.4,7.2,1,1
0,254.0,37.0,17.6,3.0,2,1
0,250.4,34.7,7.4,3.4,1,1
0,85.4,35.1,13.0,6.8,1,1
1,99.0,20.2,20.7,3.0,1,1
1,225.4,29.9,3.0,5.5,1,1
1,171.0,15.0,28.0,7.4,2,1
0,275.0,33.1,28.8,3.0,2,1
1,65.8,34.8,10.3,3.0,2,1
1,73.2,25.6,44.5,3.8,2,1
1,248.6,19.9,0.5,7.6,1,1
0,346.4,28.4,40.7,4.5,2,1
0,206.8,25.6,42.2,6.7,2,1
0,328.6,24.4,3.1,9.6,1,1
1,71.5,34.0,0.9,9.6,2,1
0,181.3,19.1,4.9,9.0,1,1
1,256.0,19.3,3.1,6.8,1,1
0,328.1,22.2,7.0,5.6,2,1
0,154.9,24.3,9.7,5.3,1,1
1,284.0,18.6,6.0,9.6,1,1
1,318.4,27.4,49.4,6.5,2,1
1,295.6,28.4,11.9,3.3,2,1
1,75.1,35.8,34.7,5.7,1,1
1,65.5,25.8,12.0,7.7,2,1
0,200.2,29.5,43.3,3.0,1,1
1,244.1,24.8,27.0,3.0,1,1
1,300.5,22.4,11.4,4.7,2,1
1,113.3,25.4,48.5,6.1,1,1
0,139.1,29.5,11.0,4.0,1,1
0,288.1,23.3,11.4,6.6,2,1
0,97.9,19.7,42.0,4.5,1,1
0,118.8,17.7,22.8,4.8,2,1
1,252.6,21.0,12.2,8.5,1,1
0,356.9,22.6,19.2,7.0,2,1
1,186.0,28.0,15.3,8.0,1,1
0,192.0,36.1,36.6,3.0,2,1
0,171.1,23.2,10.7,4.2,1,1
0,156.6,16.7,23.5,6.9,1,1
1,253.3,28.8,4.4,6.8,1,1
1,358.4,28.1,22.2,4.9,2,1
0,293.5,20.0,34.1,7.3,2,1
0,262.6,23.5,3.5,7.0,2,1
0,327.6,25.7,24.1,3.0,1,1
1,132.7,27.7,29.1,6.8,2,1
1,110.0,20.6,2.9,5.1,1,1
1,243.1,34.4,11.5,3.0,2,1
0,76.9,23.7,30.3,7.5,2,1
0,275.9,20.3,42.7,9.3,2,1
